dataset,model,hyper,metric,value,fold,path,ts
user_10_item_1_exp,BPR,"[('factors', 8), ('iteration', 100), ('learning_rate', 0.001), ('regularization', 0.01)]",precision@10,0.005293056729370146,-1,/home/data/log/user_10_item_1_exp/Test_implicit/factors_8-iteration_100-learning_rate_0.001-regularization_0.01/Ranking_fold_-1.parquet,2019-12-16 01:11:35.598259
user_10_item_1_exp,BPR,"[('factors', 8), ('iteration', 100), ('learning_rate', 0.001), ('regularization', 0.01)]",rmse,0.9962674900725538,-1,/home/data/log/user_10_item_1_exp/Test_implicit/factors_8-iteration_100-learning_rate_0.001-regularization_0.01/Rating_fold_-1.parquet,2019-12-16 01:11:35.610316
user_10_item_1_exp,FMItem,"[('l2_reg_V', 0.2), ('l2_reg_w', 0.2), ('model_info_used', 'Item'), ('n_iter', 50), ('rank', 4)]",ndcg@10,0.030197602291661844,-1,/home/data/log/user_10_item_1_exp/FMItem/l2_reg_V_0.2-l2_reg_w_0.2-model_info_used_Item-n_iter_50-rank_4/Ranking_fold_-1.parquet,2019-12-16 01:12:29.622863
user_10_item_1_exp,FMItem,"[('l2_reg_V', 0.2), ('l2_reg_w', 0.2), ('model_info_used', 'Item'), ('n_iter', 50), ('rank', 4)]",precision@10,0.006703608831268406,-1,/home/data/log/user_10_item_1_exp/FMItem/l2_reg_V_0.2-l2_reg_w_0.2-model_info_used_Item-n_iter_50-rank_4/Ranking_fold_-1.parquet,2019-12-16 01:12:29.623631
user_10_item_1_exp,FMItem,"[('l2_reg_V', 0.2), ('l2_reg_w', 0.2), ('model_info_used', 'Item'), ('n_iter', 50), ('rank', 4)]",rmse,4.991607019586001,-1,/home/data/log/user_10_item_1_exp/FMItem/l2_reg_V_0.2-l2_reg_w_0.2-model_info_used_Item-n_iter_50-rank_4/Rating_fold_-1.parquet,2019-12-16 01:12:29.632815
user_10_item_1_exp,BPR,"[('factors', 8), ('iteration', 100), ('learning_rate', 0.0001), ('regularization', 0.01)]",ndcg@10,0.010262267589658449,-1,/home/data/log/user_10_item_1_exp/Test_implicit/factors_8-iteration_100-learning_rate_0.0001-regularization_0.01/Ranking_fold_-1.parquet,2019-12-16 01:23:31.157827
user_10_item_1_exp,BPR,"[('factors', 8), ('iteration', 100), ('learning_rate', 0.0001), ('regularization', 0.01)]",precision@10,0.002382093349481147,-1,/home/data/log/user_10_item_1_exp/Test_implicit/factors_8-iteration_100-learning_rate_0.0001-regularization_0.01/Ranking_fold_-1.parquet,2019-12-16 01:23:31.158312
user_10_item_1_exp,BPR,"[('factors', 8), ('iteration', 100), ('learning_rate', 0.0001), ('regularization', 0.01)]",rmse,0.9991822047495788,-1,/home/data/log/user_10_item_1_exp/Test_implicit/factors_8-iteration_100-learning_rate_0.0001-regularization_0.01/Rating_fold_-1.parquet,2019-12-16 01:23:31.167712
user_10_item_1_exp,FMItem,"[('l2_reg_V', 0.01), ('l2_reg_w', 0.01), ('model_info_used', 'Item'), ('n_iter', 50), ('rank', 6)]",ndcg@10,0.011554473792699775,-1,/home/data/log/user_10_item_1_exp/FMItem/l2_reg_V_0.01-l2_reg_w_0.01-model_info_used_Item-n_iter_50-rank_6/Ranking_fold_-1.parquet,2019-12-16 01:32:46.396925
user_10_item_1_exp,FMItem,"[('l2_reg_V', 0.01), ('l2_reg_w', 0.01), ('model_info_used', 'Item'), ('n_iter', 50), ('rank', 6)]",precision@10,0.002696603760433548,-1,/home/data/log/user_10_item_1_exp/FMItem/l2_reg_V_0.01-l2_reg_w_0.01-model_info_used_Item-n_iter_50-rank_6/Ranking_fold_-1.parquet,2019-12-16 01:32:46.397632
user_10_item_1_exp,FMItem,"[('l2_reg_V', 0.01), ('l2_reg_w', 0.01), ('model_info_used', 'Item'), ('n_iter', 50), ('rank', 6)]",rmse,13.951951726276041,-1,/home/data/log/user_10_item_1_exp/FMItem/l2_reg_V_0.01-l2_reg_w_0.01-model_info_used_Item-n_iter_50-rank_6/Rating_fold_-1.parquet,2019-12-16 01:32:46.407606
